"chuong_so","tieu_de_chuong","ten_bai_thuoc","chua_tri","lieu_luong_cach_dung","cong_hieu","chu_y","ghi_chu","doi_tuong_phu_hop","luu_y","cong_dung_khac"
9,"Chữa Đi Ỉa Ra Máu","Cuống Lá Sen","Đi ỉa ra máu.","Dùng 5 cuống lá sen tươi, bỏ cọng, rửa sạch, cắt nhỏ. Sắc trong 1 tiếng, lấy nước; pha vào một ít đường, uống nóng. Mỗi ngày uống 2-3 lần.","Thanh nhiệt, cầm máu.","","","","",""
10,"Chữa Đái Ra Máu","Nấu Canh Trứng Gà Với Rau Tế Thải","Đái ra máu (đi đái nóng, đái dắt, đau buốt hoặc trong nước đái có lẫn máu hoặc cục máu, phần nhiều do thận và bàng quang tích nhiệt gây nên).","Rau tế thải tươi 200g, cho vào 2 bát nước. Sắc lấy 1 bát, đập vào 1 quả trứng gà, trứng chín, cho muối, quấy đều. Ăn trứng, rau, uống nước. Mỗi ngày ăn 2 lần. Liệu trình 1 tháng, có thể ăn vào bữa cơm; Không phải kiêng kỵ gì.","Mát máu, cầm máu, chữa lao thận, đái ra máu.","","","","",""
10,"Chữa Đái Ra Máu","Cây Bấc Đèn, Sắc Với Mứt Quả Hồng","Đái ra máu (bệnh trạng như trên).","Dùng 6g cây bấc đèn, 2 quả mứt hồng, 300ml nước. Sắc lấy 100ml, cho vào ít đường trắng. Uống nóng, ăn quả hồng. Mỗi ngày 2 lần.","Chữa huyết áp cao, đái ra máu và phụ nữ băng huyết rất hiệu nghiệm.","","","","",""
10,"Chữa Đái Ra Máu","Rau Dền Dại, Xa Tiền Thảo","Đái ra máu (bệnh trạng như trên).","Rau dền dại (để cả rễ), xa tiền thảo mỗi thứ 50g, cho vào 500ml nước, sắc kỹ, cho vào ít đường trắng. Dùng làm nước uống hàng ngày. Uống liên tục nhiều ngày.","Mát máu, cầm máu, chữa đái ra máu do viêm đường tiết niệu.","","","","",""
10,"Chữa Đái Ra Máu","Lá Tre, Bạch Mao Căn (Rễ Cỏ Tranh)","Đái ra máu (bệnh trạng như trên).","Dùng lá tre sao vàng, rễ cỏ tranh mỗi thứ 10g. Hãm với nước sôi trong 1/2 tiếng, uống thay nước chè.","Mát máu, cầm máu.","","","","",""
10,"Chữa Đái Ra Máu","Canh Rau Hẹ, Tiết Lợn","Đái ra máu, đau đường tiết niệu.","Rau hẹ 250g, tiết lợn 250g. Luộc chín ăn.","Bổ máu, mát máu, cầm máu, giảm đau.","","","","",""
10,"Chữa Đái Ra Máu","Cỏ Phượng Vĩ Nấu Với Nước Gạo","Đau đường tiết niệu, đái ra máu.","Mỗi lần dùng cỏ phượng vĩ tươi 60g (khô thì dùng 30g). Lấy 3 bát nước vo gạo (nước thứ 2), sắc lấy 1 bát, cho vào ít muối để uống.","Thanh nhiệt, mát máu, cầm máu, giảm đau.","","","","",""
10,"Chữa Đái Ra Máu","Xa Tiền Thảo","Bệnh lậu đái buốt ra máu.","Xa tiền thảo để nguyên rễ, rửa sạch, giã nát, vắt lấy 1 bát nước, quấy vào 1 thìa mật ong. Uống lúc đói bụng. Điều trị liên tục sẽ khỏi.","","","","","",""
10,"Chữa Đái Ra Máu","Nước Giá Đậu Xanh, Đường Trắng","Bệnh lậu đái dắt, đái nhiều lần, đau bụng dưới, đau đường tiết niệu.","Dùng 1/2 kg giá đậu xanh ép lấy nước, pha với đường trắng để uống.","Lợi tiểu, thông lậu.","","","","",""
10,"Chữa Đái Ra Máu","Rễ, Lá Ngô","Bệnh lậu, đái ra nước như có sạn, đau buốt đường tiết niệu.","Lấy lá ngô, rễ cây ngô sắc lấy nước uống, uống thay nước chè hàng ngày.","Lợi tiểu, giảm đau, thông lậu.","","","","",""
10,"Chữa Đái Ra Máu","Ngó Sen Tươi Nấu Với Bí Đao","Bệnh lậu (bệnh trạng như trên).","Ngó sen tươi 100g, bí đao 1 quả, nấu lấy nước uống, uống thường xuyên.","Thông lậu, giảm đau, cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Mộc Nhĩ Đen Sắc Với Đường Đỏ","Chảy máu tử cung (chảy máu tử cung thường do máu nóng, tỳ hư. Máu nóng ra nhiều, màu đỏ sẫm. Mặt đỏ, miệng khô, bựa lưỡi vàng, mạch hồng).","Mộc nhĩ đen 30g, đun nhỏ lửa, sắc kỹ. Cho vào 20g đường đỏ, chia 2 phần, ăn hết trong ngày.","Bổ máu, cầm máu.","Người mắc chứng ỉa chảy không được dùng.","","","",""
11,"Chữa Chảy Máu Tử Cung","Vảy Cá Chép, Rượu","Chảy máu tử cung (bệnh trạng như trên).","Vảy cá chép 200g, cho nước vừa đủ, đun nhỏ lửa, sắc kỹ cho đến khi thành cao. Mỗi ngày dùng 60g. Uống với rượu hâm nóng. Mỗi ngày uống 2 lần.","Tiêu máu đọng, bổ máu, cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Cá Diếc, Đương Quy","Chảy máu tử cung (bệnh trạng như trên).","Lấy 1 con cá diếc khoảng 250g, bỏ mật giữ vảy, rửa sạch, lấy 10g đương quy, 3g nhũ hương cho vào trong bụng cá. Dùng đất sạch, dẻo bọc kín cá, đem nướng cháy, bỏ đất, lấy than cá tán thành bột. Mỗi ngày lấy 3g bột cá, hòa với rượu hãm nóng uống.","Làm tan máu tụ, bổ máu sinh máu, cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Gà Đen, Lá Ngải","Chảy máu tử cung (bệnh trạng như trên).","Đem 1 con gà đen, không cắt tiết, làm sạch lông, bỏ mật, dùng 20g lá ngải, 30ml rượu trắng, 1 cốc nước. Đem gà, lá ngải... hấp cách thủy cho đến khi chín kỹ. Ăn thịt, uống nước. Hoặc có thể cho vào ít muối để ăn với cơm.","Tăng cường khí huyết, ôn trung. Chuyên trị băng huyết do hư hàn.","Những người rối loạn hành kinh, máu nóng không được dùng bài thuốc này.","","","",""
11,"Chữa Chảy Máu Tử Cung","Cây Đại Kế (Hoàng Tiểu Kế)","Tử cung chảy máu (bệnh trạng như trên).","Dùng 250g cây đại kế (hoặc tiểu kế), rửa sạch thái nhỏ. Cho nước vào, đun nhỏ lửa, sắc trong 1 tiếng, vớt bỏ bã. Tiếp tục đun nhỏ lửa, cô đặc nước thuốc. Để thuốc nguội, cho vào 500g đường trắng, quấy đều, để nguội cho vào lọ (hoặc bình thủy tinh) dùng dần. Mỗi lần uống 10g với nước sôi. Mỗi ngày uống 3 lần.","Chữa khỏi chứng thổ huyết, băng huyết, thích hợp với người có máu nóng.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Bánh Thảo Sương, Đường Trắng","Tử cung chảy máu.","Lấy 50g bách thảo sương, 100g cám, 250g đường đỏ. Cho nước sôi vào, nhào nặn thành bánh, mỗi chiếc 100g nướng chín. Mỗi buổi sáng ăn 1 chiếc (ăn lúc đói).","Cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Mộc Nhĩ Trắng, Đường Đỏ","Tử cung chảy máu.","Đun mộc nhĩ trắng, đường đỏ, đun nhỏ lửa, sắc kỹ. Ăn thường xuyên, hoặc ăn vào 2 bữa cơm.","Bổ âm, cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Quả Hồng Khô, Rượu Nếp","Tử cung chảy máu.","Lấy 60-120g quả hồng khô, rang giòn, tán nhỏ. Uống với rượu nếp.","Cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Bột Mực","Chảy máu tử cung.","Lấy túi mực của mực sao khô, nghiền thành bột. Mỗi lần uống 1g; mỗi ngày uống 2 lần.","Bổ hư, cầm máu.","","","","",""
11,"Chữa Chảy Máu Tử Cung","Trứng Gà, Thủy Trạch Lan (Bạc Cốt Lan)","Chảy máu tử cung.","Dùng 25-50g lá thủy trạch lan, thái nhỏ, nấu với 1 quả trứng gà ăn.","","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Mật Ong, Hoa Hồng","Loét dạ dày, tá tràng (bệnh trạng loét dạ dày: vùng bụng trên đau, có cảm giác trướng dạ, đau tức, phía bên trái bụng. Cơn đau thường phát sinh sau bữa ăn từ 1 tiếng đến tiếng rưỡi, và đau kéo dài 1-2 tiếng, sau đó giảm dần. Đau loét tá tràng ở phía bên phải bụng, cơn đau sau bữa ăn 3-4 tiếng, có khi đau lúc nửa đêm. Ngoài ra còn ợ chua, đầy hơi, buồn nôn, thổ huyết).","Hoa hồng 5g, hãm trong nước sôi 10 phút. Cho mật ong và đường đỏ vào, uống dần.","Giảm chua, lợi tràng, giảm đau, khỏi loét.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Đậu Phụ, Đường Đỏ","Dạ dày, tá tràng loét chảy máu.","Mỗi ngày dùng 2-4 tấm đậu phụ, 60g đường. Cho vào bát nước, nấu sôi chín trong 10 phút. Ăn với cơm.","Giảm chua, cầm máu.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Bột Tam Thất, Ngó Sen, Trứng Gà","Dạ dày, tá tràng loét, chảy máu.","Mỗi lần dùng 1 quả trứng gà đập vào trộn với 30ml nước ngó sen, 3g bột tam thất. Hấp cách thủy.","Cầm máu, giảm đau, tan huyết tụ.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Cây Sen Cạn, Táo Tàu","Dạ dày, tá tràng loét, chảy máu.","Mỗi lần dùng 50g cây sen cạn, 8-10 quả táo. Cho vào 2 bát nước, sắc lấy 1 bát, bỏ bã, uống nước.","Bổ thận, bổ huyết, bổ dạ dày, cầm máu.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Gừng Tươi, Lá Hẹ, Sữa Bò","Dạ dày loét do vị hàn.","Dùng 250g lá hẹ, 25g gừng tươi, rửa sạch thái nhỏ, giã vắt lấy nước, hòa vào 250g sữa bò (hoặc 2 thìa sữa bột), đun sôi, ăn nóng.","Chữa khỏi chứng viêm dạ dày, đau dạ dày, buồn nôn, thổ huyết.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Nước Khoai Tây","Loét dạ dày do tiêu hóa.","Khoai tây tươi để nguyên vỏ, ép lấy nước. Hàng ngày, sáng sớm, lúc còn đói, uống 1-2 thìa nước khoai tây (khoảng 50-100ml).","Kiện tỳ, ách khí, táo bón.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Mật Ong","Loét dạ dày.","Mật ong 150g, hấp nóng. Uống mỗi ngày 3 lần trước bữa ăn.","Bổ dưỡng, giảm đau, khỏi loét.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Cao Sứa Biển, Táo Tàu, Đường Đỏ","Loét dạ dày, tá tràng.","Sứa biển, táo mỗi thứ 500g, đường đỏ 250g. Ninh nhừ, cô đặc thành cao. Mỗi lần uống 1 thìa, mỗi ngày 2 lần.","","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Mật Ong, Cam Thảo, Trần Bì","Loét dạ dày, tá tràng.","Mật ong 90g, cam thảo tươi 15g, trần bì 10g, nước vừa đủ. Sắc kỹ cam thảo, trần bì, sau đó quấy mật ong vào. Ngày uống 3 lần.","","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Cháo Gạo Nếp","Loét dạ dày.","Gạo nếp, nho khô vừa đủ, nấu thành cháo. Mỗi buổi sáng, chiều ăn 1 lần.","Bổ tỳ vị, khỏi loét.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Thịt Mèo","Loét dạ dày, tá tràng mạn tính.","Làm thịt mèo, làm sạch lông, bỏ ruột. Ninh nhừ, cho vào ít rượu, muối ăn. Ăn liên tục 2-3 con sẽ có hiệu quả.","","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Nước Gừng, Sữa Bò","Đau dạ dày do hư hàn.","Mỗi lần dùng 150-200g sữa bò, một thìa nước gừng, một ít đường trắng. Hấp cách thủy, ăn hết 1 lần.","Giảm đau, ấm dạ. Còn có tác dụng chữa nghẹn, nôn, ợ chua.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Đẳng Sâm, Gạo","Viêm dạ dày mạn tính, loét tá tràng.","Mỗi lần dùng 10-15g đẳng sâm, gạo 30g sao vàng. Cho vào 4 bát nước, sắc lấy 1 bát rưỡi, uống thường xuyên thay nước chè. Cách 1 ngày điều trị 1 lần. Điều trị liên tục 2-4 lần.","Bổ dưỡng dạ dày, tăng cường khí huyết, giảm đau.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Thảo Quả, Thịt Bò","Đau dạ dày do hư hàn, vị hàn, ăn uống khó tiêu, trướng bụng.","Mỗi lần dùng 6g thảo quả, 150-200g thịt bò thái miếng. Cho đủ nước, ninh nhừ, cho vào ít muối. Ăn thịt, uống nước.","Bổ tỳ, ấm dạ, khử hàn, trừ thấp, giúp tiêu hóa, giảm đau.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Lá Cây Ớt, Trứng Gà","Đau dạ dày do hư hàn.","Mỗi lần dùng 60-90g lá ớt tươi, 2 quả trứng gà, dùng dầu lạc rán vàng. Cho vào 1 bát rưỡi nước. Nấu chín canh trứng, lá ớt cho vào một ít muối. Ăn vào bữa cơm.","Khử hàn, giảm đau, bổ máu, bổ dạ dày.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Thịt Rùa Đen, Dạ Dày Lợn","Loét dạ dày, tá tràng.","Mỗi lần dùng 200g thịt rùa đen, 200g dạ dày lợn, thái nhỏ. Ninh nhừ, cho vào một ít muối. Ăn 2-3 lần, ăn hết trong ngày.","Tăng cường khí huyết, bổ dạ dày, bổ âm, giảm đau.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Rễ Cây Kim Quất, Dạ Dày Lợn","Viêm loét dạ dày mạn tính, loét tá tràng.","Mỗi lần dùng 30g rễ kim quất, 100-150g dạ dày lợn, thái nhỏ. Cho vào 4 bát nước, nấu đến khi còn 1/2 bát, cho vào một ít muối, gia vị. Ăn cả cái lẫn nước.","Bổ tỳ, khai vị, thông khí huyết, giảm đau.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Hồ Tiêu Trắng Hấp Táo Tàu","Đau dạ dày do hư hàn.","Mỗi lần dùng 5 quả táo tàu, bỏ hạt. Cho vào trong mỗi quả táo 2 hạt hồ tiêu trắng. Hấp trên nồi cơm, ăn nóng.","Ôn trung, bổ tỳ, ấm dạ, giảm đau.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Hồ Đào, Nhộng Tằm","Sa dạ dày.","Mỗi lần dùng 100-150g hồ đào, 50g nhộng tằm sao vàng. Hấp cách thủy.","Chữa khỏi sa dạ dày.","","","","",""
12,"Chữa Loét Dạ Dày và Tá Tràng","Thịt Lợn Nạc, Quả Xộp Xộp","Viêm ruột mạn tính.","Mỗi lần dùng 60g quả xộp xộp khô, 100g thịt lợn nạc. Hấp cách thủy, cho vào một ít muối. Ăn với cơm.","Bổ dưỡng dạ dày, ruột, giải độc, tiêu viêm.","","","","",""
13,"Chữa Đau Vùng Lườn","Hoa Trĩ Quế (Hay Trĩ Khôi)","Chữa chứng đau vùng lườn (gồm các nguyên nhân: buồn phiền, nóng nảy cáu giận, tổn thương gan, làm cho can khí tích tụ dẫn đến đau vùng lườn; bị va đập mạnh bên ngoài làm cho máu đọng tụ bên trong sinh chứng đau lườn; tà khí thấp nhiệt tích tụ vào gan mà sinh đau vùng lườn như viêm gan, viêm túi mật; lao lực vật vã, khí huyết suy nhược, thiếu máu, gan mật yếu, sinh chứng đau vùng lườn).","Mỗi lần dùng 6-10g cánh hoa trĩ quế, hãm nước sôi như hãm chè. Uống thay nước chè.","Chữa đau gan, dạ dày, buồn nôn, thổ huyết, khó tiêu đều có kết quả. Bài thuốc còn có thể dùng chữa chứng đau vùng lườn do can khí tích tụ, chứng kinh nguyệt không đều do can uất, khí hư.","","","","",""
13,"Chữa Đau Vùng Lườn","Hoa Nhài","Đau vùng lườn (bệnh trạng như trên).","Mỗi lần dùng 5g hoa nhài, 10g đường trắng. Hãm với 1 bát nước sôi, gạn lấy nước uống. Có thể sắc lấy nước uống, nhưng không đun lâu.","Bổ dưỡng khí huyết, giảm đau; chữa chứng đau vùng lườn.","","","","",""
13,"Chữa Đau Vùng Lườn","Hoa Dạ Hợp Hấp Với Gan Lợn","Đau vùng lườn (bệnh trạng như trên).","Mỗi lần dùng 10g hoa dạ hợp khô (nếu hoa tươi thì dùng 20g), ngâm hoa trong bát nước sôi, 150g gan lợn thái nhỏ, một ít muối. Tất cả hấp cách thủy, làm thức ăn ăn với cơm.","Bổ gan, giảm đau, thư giãn. Còn chữa mất ngủ, quáng gà, viêm giác mạc.","","","","",""
13,"Chữa Đau Vùng Lườn","Nước Lá Hẹ","Đau vùng lườn (bệnh trạng như trên).","Mỗi lần dùng 500g lá hẹ tươi (cả hoa rễ), giã vắt lấy nước, đun nóng uống. Mỗi lần uống 50ml, ngày uống 2 lần.","Bổ dưỡng khí huyết, giảm đau, khỏi tụ máu, đau lườn.","","","","Những người bị bệnh ung thư dùng bài thuốc này có thể giảm nhẹ.",""
13,"Chữa Đau Vùng Lườn","Quả Trám, Củ Cải","Đau vùng 2 bên lườn do can khí tích tụ.","Mỗi lần dùng 250g quả trám, 50-100g củ cải. Sắc lấy nước uống thay nước chè.","Khỏi tích tụ, bổ dưỡng khí huyết, giảm đau.","","","","",""
13,"Chữa Đau Vùng Lườn","Nước Khoai Tây","Đau vùng lườn.","Khoai tây rửa sạch, thái nhỏ, giã vắt lấy nước. Trước bữa ăn uống 1 thìa.","Điều hòa khí huyết, giảm đau.","","","","",""
14,"Chữa Đau Khoang Dạ Dày","Uống Nước Khoai Tây","Đau khoang dạ dày.","Khoai tây tươi (không được dùng loại đã nảy mầm) rửa sạch, ép lấy nước. Mỗi lần uống 2 thìa trước bữa ăn.","Ấm trong, giảm đau. Ngoài ra còn dùng chữa viêm loét dạ dày, tá tràng mạn tính, bí ỉa do thói quen, mẩn ngứa da, viêm túi mật mạn tính và chứng đau vùng lườn.","","","","",""
14,"Chữa Đau Khoang Dạ Dày","Nước Gừng, Cát Cánh, Khoai Tây","Đau khoang dạ dày.","Lấy 100g khoai tây, 10g gừng tươi, ép lấy nước, hòa vào 30g nước cát cánh tươi. Hòa với nước sôi. Uống mỗi ngày 30ml.","Tăng cường khí huyết, giảm đau. Chữa các chứng đau dạ dày, thổ huyết, buồn nôn, do thần kinh, do hư hàn.","","","","",""
14,"Chữa Đau Khoang Dạ Dày","Uống Nước Đường Mạch Nha","Đau khoang dạ dày.","Dùng 20ml đường mạch nha, hòa vào nước sôi. Mỗi ngày uống 3 lần, uống trước bữa ăn.","Chữa đau dạ dày kinh niên, đau dạ dày do hư hàn.","","","","",""
14,"Chữa Đau Khoang Dạ Dày","Cháo Quả Phật Thủ, Cát Cánh, Gạo Tẻ","Đau khoang dạ dày.","Phật thủ, cát cánh mỗi thứ 20g. Ninh nhừ, bỏ bã, lấy nước. Cho vào 100g gạo tẻ, nước vừa đủ nấu thành cháo. Khi cháo chín, cho vào ít đường, nước phật thủ, cát cánh, quấy đều, đun sôi lên là ăn được. Mỗi ngày ăn hai lần.","Bổ dạ dày, giảm đau, khỏi viêm dạ dày mạn tính, khỏi đau dạ dày khí hư.","","","","",""
